Simulator Results
Date:, Sat May 03 11:26:21 CDT 2014

Simulator Configuration
Simulation Type:,Terminating
Project Name:,542project1
Study Name:,basic_model_study
Random Number Generator:,Lagged Fibonacci
Random Number Seed:,31415
Maximum Batches:,10000
Minimum Batches:,1000
Data Reporting Frequency:,1000
Display Update Frequency:,1000
BuildType:,Optimize
Execution Architecture:,32-bit
Runname:,Results
Output File:,Results_output.txt
Results File:,Results_results
Jackknife Variance:,On
Processors Per Experiment:,1
Maximize Processor Usage:,false
Processors Selected for Simulation:
macbook-win8,amd64

Experiment 1
Experiment 1,Start Time:,Sat May 03 11:23:49 CDT 2014
Experiment 1,Finish Time:,Sat May 03 11:23:56 CDT 2014
Experiment 1,Elapsed Running Time:,6.162
Experiment 1,Total CPU Time:,5.856
Experiment 1,Batches Completed:,5000
Experiment 1,Experiment Name:,Experiment 1
Experiment 1,Global Variable Settings:
Experiment 1,float,flash_size,64.0
Experiment 1,float,ram_size,64.0
Experiment 1,float,random_failure_rate,0.005
Experiment 1, Results
Experiment 1,Result Type,Name,Start Time,End Time,Mean,,Confidence Interval,Failed To Converge
Experiment 1,Mean,reliability,30.0,30.0,8.2200000000E-02,+/-,7.6142027756E-03
Experiment 1,Mean,reliability,180.0,180.0,3.9160000000E-01,+/-,1.3531017235E-02
Experiment 1,Mean,reliability,365.0,365.0,6.3120000000E-01,+/-,1.3374989639E-02

Experiment 2
Experiment 2,Start Time:,Sat May 03 11:23:56 CDT 2014
Experiment 2,Finish Time:,Sat May 03 11:24:02 CDT 2014
Experiment 2,Elapsed Running Time:,6.062
Experiment 2,Total CPU Time:,5.964
Experiment 2,Batches Completed:,5000
Experiment 2,Experiment Name:,Experiment 2
Experiment 2,Global Variable Settings:
Experiment 2,float,flash_size,128.0
Experiment 2,float,ram_size,64.0
Experiment 2,float,random_failure_rate,0.005
Experiment 2, Results
Experiment 2,Result Type,Name,Start Time,End Time,Mean,,Confidence Interval,Failed To Converge
Experiment 2,Mean,reliability,30.0,30.0,8.2200000000E-02,+/-,7.6142027756E-03
Experiment 2,Mean,reliability,180.0,180.0,3.9160000000E-01,+/-,1.3531017235E-02
Experiment 2,Mean,reliability,365.0,365.0,6.3120000000E-01,+/-,1.3374989639E-02

Experiment 3
Experiment 3,Start Time:,Sat May 03 11:24:02 CDT 2014
Experiment 3,Finish Time:,Sat May 03 11:24:08 CDT 2014
Experiment 3,Elapsed Running Time:,6.059
Experiment 3,Total CPU Time:,5.867
Experiment 3,Batches Completed:,5000
Experiment 3,Experiment Name:,Experiment 3
Experiment 3,Global Variable Settings:
Experiment 3,float,flash_size,256.0
Experiment 3,float,ram_size,64.0
Experiment 3,float,random_failure_rate,0.005
Experiment 3, Results
Experiment 3,Result Type,Name,Start Time,End Time,Mean,,Confidence Interval,Failed To Converge
Experiment 3,Mean,reliability,30.0,30.0,8.2200000000E-02,+/-,7.6142027756E-03
Experiment 3,Mean,reliability,180.0,180.0,3.9160000000E-01,+/-,1.3531017235E-02
Experiment 3,Mean,reliability,365.0,365.0,6.3120000000E-01,+/-,1.3374989639E-02

Experiment 4
Experiment 4,Start Time:,Sat May 03 11:24:08 CDT 2014
Experiment 4,Finish Time:,Sat May 03 11:24:14 CDT 2014
Experiment 4,Elapsed Running Time:,6.055
Experiment 4,Total CPU Time:,5.867
Experiment 4,Batches Completed:,5000
Experiment 4,Experiment Name:,Experiment 4
Experiment 4,Global Variable Settings:
Experiment 4,float,flash_size,512.0
Experiment 4,float,ram_size,64.0
Experiment 4,float,random_failure_rate,0.005
Experiment 4, Results
Experiment 4,Result Type,Name,Start Time,End Time,Mean,,Confidence Interval,Failed To Converge
Experiment 4,Mean,reliability,30.0,30.0,8.2200000000E-02,+/-,7.6142027756E-03
Experiment 4,Mean,reliability,180.0,180.0,3.9160000000E-01,+/-,1.3531017235E-02
Experiment 4,Mean,reliability,365.0,365.0,6.3120000000E-01,+/-,1.3374989639E-02

Experiment 5
Experiment 5,Start Time:,Sat May 03 11:24:14 CDT 2014
Experiment 5,Finish Time:,Sat May 03 11:24:21 CDT 2014
Experiment 5,Elapsed Running Time:,7.153
Experiment 5,Total CPU Time:,7.091
Experiment 5,Batches Completed:,5000
Experiment 5,Experiment Name:,Experiment 5
Experiment 5,Global Variable Settings:
Experiment 5,float,flash_size,64.0
Experiment 5,float,ram_size,128.0
Experiment 5,float,random_failure_rate,0.005
Experiment 5, Results
Experiment 5,Result Type,Name,Start Time,End Time,Mean,,Confidence Interval,Failed To Converge
Experiment 5,Mean,reliability,30.0,30.0,8.2000000000E-02,+/-,7.6057626735E-03
Experiment 5,Mean,reliability,180.0,180.0,3.8560000000E-01,+/-,1.3493003068E-02
Experiment 5,Mean,reliability,365.0,365.0,6.1700000000E-01,+/-,1.3475859426E-02

Experiment 6
Experiment 6,Start Time:,Sat May 03 11:24:21 CDT 2014
Experiment 6,Finish Time:,Sat May 03 11:24:29 CDT 2014
Experiment 6,Elapsed Running Time:,7.551
Experiment 6,Total CPU Time:,7.175
Experiment 6,Batches Completed:,5000
Experiment 6,Experiment Name:,Experiment 6
Experiment 6,Global Variable Settings:
Experiment 6,float,flash_size,128.0
Experiment 6,float,ram_size,128.0
Experiment 6,float,random_failure_rate,0.005
Experiment 6, Results
Experiment 6,Result Type,Name,Start Time,End Time,Mean,,Confidence Interval,Failed To Converge
Experiment 6,Mean,reliability,30.0,30.0,8.2000000000E-02,+/-,7.6057626735E-03
Experiment 6,Mean,reliability,180.0,180.0,3.8560000000E-01,+/-,1.3493003068E-02
Experiment 6,Mean,reliability,365.0,365.0,6.1700000000E-01,+/-,1.3475859426E-02

Experiment 7
Experiment 7,Start Time:,Sat May 03 11:24:29 CDT 2014
Experiment 7,Finish Time:,Sat May 03 11:24:36 CDT 2014
Experiment 7,Elapsed Running Time:,7.947
Experiment 7,Total CPU Time:,7.635
Experiment 7,Batches Completed:,5000
Experiment 7,Experiment Name:,Experiment 7
Experiment 7,Global Variable Settings:
Experiment 7,float,flash_size,256.0
Experiment 7,float,ram_size,128.0
Experiment 7,float,random_failure_rate,0.005
Experiment 7, Results
Experiment 7,Result Type,Name,Start Time,End Time,Mean,,Confidence Interval,Failed To Converge
Experiment 7,Mean,reliability,30.0,30.0,8.2000000000E-02,+/-,7.6057626735E-03
Experiment 7,Mean,reliability,180.0,180.0,3.8560000000E-01,+/-,1.3493003068E-02
Experiment 7,Mean,reliability,365.0,365.0,6.1700000000E-01,+/-,1.3475859426E-02

Experiment 8
Experiment 8,Start Time:,Sat May 03 11:24:36 CDT 2014
Experiment 8,Finish Time:,Sat May 03 11:24:44 CDT 2014
Experiment 8,Elapsed Running Time:,7.544
Experiment 8,Total CPU Time:,7.204
Experiment 8,Batches Completed:,5000
Experiment 8,Experiment Name:,Experiment 8
Experiment 8,Global Variable Settings:
Experiment 8,float,flash_size,512.0
Experiment 8,float,ram_size,128.0
Experiment 8,float,random_failure_rate,0.005
Experiment 8, Results
Experiment 8,Result Type,Name,Start Time,End Time,Mean,,Confidence Interval,Failed To Converge
Experiment 8,Mean,reliability,30.0,30.0,8.2000000000E-02,+/-,7.6057626735E-03
Experiment 8,Mean,reliability,180.0,180.0,3.8560000000E-01,+/-,1.3493003068E-02
Experiment 8,Mean,reliability,365.0,365.0,6.1700000000E-01,+/-,1.3475859426E-02

Experiment 9
Experiment 9,Start Time:,Sat May 03 11:24:44 CDT 2014
Experiment 9,Finish Time:,Sat May 03 11:24:55 CDT 2014
Experiment 9,Elapsed Running Time:,10.492
Experiment 9,Total CPU Time:,10.421
Experiment 9,Batches Completed:,5000
Experiment 9,Experiment Name:,Experiment 9
Experiment 9,Global Variable Settings:
Experiment 9,float,flash_size,64.0
Experiment 9,float,ram_size,256.0
Experiment 9,float,random_failure_rate,0.005
Experiment 9, Results
Experiment 9,Result Type,Name,Start Time,End Time,Mean,,Confidence Interval,Failed To Converge
Experiment 9,Mean,reliability,30.0,30.0,7.4600000000E-02,+/-,7.2836432203E-03
Experiment 9,Mean,reliability,180.0,180.0,3.9400000000E-01,+/-,1.3545621184E-02
Experiment 9,Mean,reliability,365.0,365.0,6.2460000000E-01,+/-,1.3423402945E-02

Experiment 10
Experiment 10,Start Time:,Sat May 03 11:24:55 CDT 2014
Experiment 10,Finish Time:,Sat May 03 11:25:05 CDT 2014
Experiment 10,Elapsed Running Time:,10.039
Experiment 10,Total CPU Time:,9.762
Experiment 10,Batches Completed:,5000
Experiment 10,Experiment Name:,Experiment 10
Experiment 10,Global Variable Settings:
Experiment 10,float,flash_size,128.0
Experiment 10,float,ram_size,256.0
Experiment 10,float,random_failure_rate,0.005
Experiment 10, Results
Experiment 10,Result Type,Name,Start Time,End Time,Mean,,Confidence Interval,Failed To Converge
Experiment 10,Mean,reliability,30.0,30.0,7.4600000000E-02,+/-,7.2836432203E-03
Experiment 10,Mean,reliability,180.0,180.0,3.9400000000E-01,+/-,1.3545621184E-02
