EntryNum	Timestamp	nodeType	CompleteNode	Core	Bank	Syndrome	Type	Addr	Socket	Apic	err_CPU_bit	scrub	L3_low	L3_high	ucc	ecc	pcc	miscInfo	ue	over	Date	weeknumber
23	1349534829	compute	c8-8c0s4n2	9	1	-1	L1 TLB IC load	3f7f06230	0	9	0	0	0	0	0	0	0	1	0	1	2012-10-06 09:47:09	40
24	1349534958	compute	c2-9c1s4n2	0	4	 Chipkill ECC syndrome = 20ce	ECC Error	3f7697930	0	0	0	0	0	0	0	1	0	1	0	1	2012-10-06 09:49:18	40
25	1349534979	compute	c8-8c0s4n2	8	1	-1	L1 TLB IC load	3f7697930	0	8	0	0	0	0	0	0	0	1	0	1	2012-10-06 09:49:39	40
26	1349535106	compute	c21-7c0s2n3	24	4	 Chipkill ECC syndrome = 8fd	ECC Error	dc645d0b0	1	28	0	0	0	0	0	1	0	1	0	1	2012-10-06 09:51:46	40
27	1349535220	compute	c2-9c1s4n2	0	4	 Chipkill ECC syndrome = 20ce	ECC Error	273aa6d30	0	0	0	0	0	0	0	1	0	1	0	0	2012-10-06 09:53:40	40
28	1349535535	GPU	c22-1c1s7n2	0	4	 Chipkill ECC syndrome = 4008	ECC Error	30451cab0	0	0	0	0	0	0	0	1	0	1	0	1	2012-10-06 09:58:55	40
29	1349535745	compute	c2-9c1s4n2	0	4	 Chipkill ECC syndrome = 20ce	ECC Error	40c337ff0	0	0	0	0	0	0	0	1	0	1	0	0	2012-10-06 10:02:25	40
30	1349536117	compute	c0-11c2s3n1	8	4	-1	NB Array Error	11980	0	8	0	1	0	1	0	1	0	1	0	1	2012-10-06 10:08:37	40
31	1349536156	compute	c21-7c0s2n3	24	4	 Chipkill ECC syndrome = 8fd	ECC Error	dc645d0b0	1	28	0	0	0	0	0	1	0	1	0	1	2012-10-06 10:09:16	40
32	1349536166	compute	c0-11c2s3n1	8	4	-1	NB Array Error	c2e52b980	0	8	10	0	0	1	0	1	0	1	0	0	2012-10-06 10:09:26	40
33	1349536196	compute	c0-11c2s3n1	8	4	-1	NB Array Error	c2e52b980	0	8	110	0	0	1	0	1	0	1	0	0	2012-10-06 10:09:56	40
34	1349536202	compute	c0-11c2s3n1	8	4	-1	NB Array Error	c2e52b980	0	8	0	0	0	1	0	1	0	1	0	0	2012-10-06 10:10:02	40
35	1349536206	compute	c0-11c2s3n1	8	4	-1	NB Array Error	c2e52b9a0	0	8	110	0	0	1	0	1	0	1	0	0	2012-10-06 10:10:06	40
36	1349536211	compute	c0-11c2s3n1	8	4	-1	NB Array Error	c2e52b980	0	8	100	0	0	1	0	1	0	1	0	0	2012-10-06 10:10:11	40
37	1349536227	compute	c0-11c2s3n1	8	4	-1	NB Array Error	6c9fd0980	0	8	0	0	0	1	0	1	0	1	0	0	2012-10-06 10:10:27	40
38	1349536227	compute	c0-11c2s3n1	8	4	-1	NB Array Error	73d10e980	0	8	0	0	0	1	0	1	0	1	0	0	2012-10-06 10:10:27	40
39	1349536227	compute	c0-11c2s3n1	8	4	-1	NB Array Error	74b950980	0	8	0	0	0	1	0	1	0	1	0	1	2012-10-06 10:10:27	40
40	1349536227	compute	c0-11c2s3n1	8	4	-1	NB Array Error	797332980	0	8	0	0	0	1	0	1	0	1	0	1	2012-10-06 10:10:27	40
41	1349536227	compute	c0-11c2s3n1	8	4	-1	NB Array Error	797fea980	0	8	0	0	0	1	0	1	0	1	0	0	2012-10-06 10:10:27	40
42	1349536227	compute	c0-11c2s3n1	8	4	-1	NB Array Error	7b0a12980	0	8	0	0	0	1	0	1	0	1	0	0	2012-10-06 10:10:27	40
43	1349536227	compute	c0-11c2s3n1	8	4	-1	NB Array Error	7b17cc980	0	8	10	0	0	1	0	1	0	1	0	1	2012-10-06 10:10:27	40
44	1349536227	compute	c0-11c2s3n1	8	4	-1	NB Array Error	7b17ee980	0	8	10	0	0	1	0	1	0	1	0	1	2012-10-06 10:10:27	40
45	1349536227	compute	c0-11c2s3n1	8	4	-1	NB Array Error	7e08b0980	0	8	110	0	0	1	0	1	0	1	0	1	2012-10-06 10:10:27	40
46	1349536588	compute	c9-0c2s5n3	0	4	 Chipkill ECC syndrome = 1067	ECC Error	27a79eb30	0	0	0	0	0	0	0	1	0	1	0	0	2012-10-06 10:16:28	40
47	1349536606	service	c1-7c0s6n2	0	4	 Chipkill ECC syndrome = 810	ECC Error	41d1cd8f0	0	0	0	0	0	0	0	1	0	1	0	1	2012-10-06 10:16:46	40
48	1349536606	compute	c21-7c0s2n3	24	4	 Chipkill ECC syndrome = 8fd	ECC Error	dc645d0b0	1	28	0	0	0	0	0	1	0	1	0	0	2012-10-06 10:16:46	40
49	1349536611	compute	c0-7c1s7n0	0	4	 Chipkill ECC syndrome = 8b10	ECC Error	25f9e8240	0	0	0	0	0	0	0	1	0	1	0	0	2012-10-06 10:16:51	40
50	1349536721	compute	c11-2c0s1n0	8	4	 Chipkill ECC syndrome = 8ce	ECC Error	4215d4f40	0	8	0	0	0	0	0	1	0	1	0	1	2012-10-06 10:18:41	40
51	1349536756	service	c1-7c0s6n2	0	4	 Chipkill ECC syndrome = 810	ECC Error	4181cd8f0	0	0	0	0	0	0	0	1	0	1	0	1	2012-10-06 10:19:16	40
52	1349536831	service	c1-7c0s6n2	0	4	 Chipkill ECC syndrome = 810	ECC Error	41d1cd8f0	0	0	0	0	0	0	0	1	0	1	0	1	2012-10-06 10:20:31	40
53	1349536871	compute	c11-2c0s1n0	8	4	 Chipkill ECC syndrome = 8ce	ECC Error	4201c4d40	0	8	0	0	0	0	0	1	0	1	0	0	2012-10-06 10:21:11	40
54	1349536885	GPU	c22-1c1s7n2	0	4	 Chipkill ECC syndrome = 4008	ECC Error	30a515330	0	0	0	0	0	0	0	1	0	1	0	1	2012-10-06 10:21:25	40
55	1349536888	compute	c10-1c0s2n3	16	4	 Chipkill ECC syndrome = 25c	ECC Error	89a0d0390	1	20	0	0	0	0	0	1	0	1	0	1	2012-10-06 10:21:28	40
56	1349536889	compute	c0-2c1s6n2	16	4	 Chipkill ECC syndrome = 15c	ECC Error	ae0e13f90	1	20	0	0	0	0	0	1	0	1	0	1	2012-10-06 10:21:29	40
57	1349536896	compute	c5-2c2s4n3	8	4	 Chipkill ECC syndrome = 19d	ECC Error	6f024ed20	0	8	0	0	0	0	0	1	0	1	0	0	2012-10-06 10:21:36	40
58	1349536923	compute	c5-4c2s3n3	24	4	 Chipkill ECC syndrome = 15c	ECC Error	dccf419d0	1	28	0	0	0	0	0	1	0	1	0	1	2012-10-06 10:22:03	40
59	1349536944	service	c1-7c0s6n2	0	4	 Chipkill ECC syndrome = 810	ECC Error	4181cd8f0	0	0	0	0	0	0	0	1	0	1	0	0	2012-10-06 10:22:24	40
60	1349536946	compute	c11-2c0s1n0	8	4	 Chipkill ECC syndrome = 8ce	ECC Error	42d074d40	0	8	0	0	0	0	0	1	0	1	0	0	2012-10-06 10:22:26	40
61	1349536964	compute	c5-5c1s0n2	24	4	 Chipkill ECC syndrome = 4020	ECC Error	fe7465940	1	28	0	0	0	0	0	1	0	1	0	1	2012-10-06 10:22:44	40
62	1349536980	compute	c15-8c2s3n0	24	4	 Chipkill ECC syndrome = 2067	ECC Error	e159f2220	1	28	0	0	0	0	0	1	0	1	0	1	2012-10-06 10:23:00	40
63	1349537035	GPU	c22-1c1s7n2	0	4	 Chipkill ECC syndrome = 4008	ECC Error	26e4adb70	0	0	0	0	0	0	0	1	0	1	0	1	2012-10-06 10:23:55	40
64	1349537038	compute	c9-0c2s5n3	0	4	 Chipkill ECC syndrome = 1067	ECC Error	27a79eb30	0	0	0	0	0	0	0	1	0	1	0	1	2012-10-06 10:23:58	40
65	1349537056	compute	c21-7c0s2n3	24	4	 Chipkill ECC syndrome = 8fd	ECC Error	dc645d0b0	1	28	0	0	0	0	0	1	0	1	0	0	2012-10-06 10:24:16	40
66	1349537061	compute	c0-7c1s7n0	0	4	 Chipkill ECC syndrome = 6720	ECC Error	25f9e8240	0	0	0	0	0	0	0	1	0	1	0	1	2012-10-06 10:24:21	40
67	1349537106	compute	c0-7c0s7n3	8	4	 Chipkill ECC syndrome = 8b7b	ECC Error	732a4c000	0	8	0	0	0	0	0	1	0	1	0	1	2012-10-06 10:25:06	40
68	1349537114	compute	c5-5c1s0n2	24	4	 Chipkill ECC syndrome = 201	ECC Error	fe7465c60	1	28	0	0	0	0	0	1	0	1	0	1	2012-10-06 10:25:14	40
69	1349537132	compute	c16-5c1s7n3	24	4	 Chipkill ECC syndrome = 201	ECC Error	fe7465c60	1	26	0	0	0	0	0	1	0	1	0	1	2012-10-06 10:25:32	40
70	1349537143	compute	c5-5c1s0n2	22	2	-1	L2 ECC Error	fe7465d20	1	28	0	0	0	0	0	1	0	1	0	0	2012-10-06 10:25:43	40
71	1349537189	compute	c5-5c1s0n2	24	4	-1	ECC Error	fe7465c60	1	28	0	0	0	0	0	0	0	0	0	0	2012-10-06 10:26:29	40
72	1349537226	compute	c5-5c1s0n2	24	4	 Chipkill ECC syndrome = 201	ECC Error	fe7465c60	1	28	0	0	0	0	0	1	0	1	0	1	2012-10-06 10:27:06	40
73	1349537245	compute	c5-5c1s0n2	24	4	 Chipkill ECC syndrome = 1b8	ECC Error	fe7465970	1	28	0	0	0	0	0	1	0	1	0	1	2012-10-06 10:27:25	40
74	1349537255	compute	c5-5c1s0n2	24	4	 Chipkill ECC syndrome = 1b8	ECC Error	fe7465970	1	28	0	0	0	0	0	1	0	1	0	1	2012-10-06 10:27:35	40
75	1349537259	compute	c5-5c1s0n2	24	4	 Chipkill ECC syndrome = 1b8	ECC Error	fe7465970	1	28	0	0	0	0	0	1	0	1	0	1	2012-10-06 10:27:39	40
76	1349537262	compute	c5-5c1s0n2	24	4	 Chipkill ECC syndrome = 1b8	ECC Error	fe7465970	1	28	0	0	0	0	0	1	0	1	0	1	2012-10-06 10:27:42	40
77	1349537263	compute	c5-5c1s0n2	24	4	 Chipkill ECC syndrome = 201	ECC Error	fe7465cb0	1	28	0	0	0	0	0	1	0	1	0	1	2012-10-06 10:27:43	40
78	1349537264	compute	c5-5c1s0n2	24	4	 Chipkill ECC syndrome = 201	ECC Error	fe7465cb0	1	28	0	0	0	0	0	1	0	1	0	1	2012-10-06 10:27:44	40
79	1349537265	compute	c5-5c1s0n2	24	4	 Chipkill ECC syndrome = 201	ECC Error	fe7465c60	1	28	0	0	0	0	0	1	0	1	0	1	2012-10-06 10:27:45	40
80	1349537265	compute	c5-5c1s0n2	24	4	 Chipkill ECC syndrome = 201	ECC Error	fe7465cb0	1	28	0	0	0	0	0	1	0	1	0	1	2012-10-06 10:27:45	40
81	1349537265	compute	c5-5c1s0n2	24	4	 Chipkill ECC syndrome = 201	ECC Error	fe7465d20	1	28	0	0	0	0	0	1	0	1	0	1	2012-10-06 10:27:45	40
82	1349537266	compute	c5-5c1s0n2	24	4	 Chipkill ECC syndrome = 1b8	ECC Error	fe7465970	1	28	0	0	0	0	0	1	0	1	0	1	2012-10-06 10:27:46	40
83	1349537266	compute	c5-5c1s0n2	24	4	 Chipkill ECC syndrome = 201	ECC Error	fe7465c60	1	28	0	0	0	0	0	1	0	1	0	1	2012-10-06 10:27:46	40
84	1349537267	compute	c5-5c1s0n2	24	4	 Chipkill ECC syndrome = 1b8	ECC Error	fe7465970	1	28	0	0	0	0	0	1	0	1	0	1	2012-10-06 10:27:47	40
85	1349537267	compute	c5-5c1s0n2	24	4	 Chipkill ECC syndrome = 201	ECC Error	fe7465c60	1	28	0	0	0	0	0	1	0	1	0	1	2012-10-06 10:27:47	40
86	1349537344	service	c1-3c2s7n1	16	4	-1	Table Walk Data Error	1eac0	1	20	0	0	1	0	0	1	0	1	0	0	2012-10-06 10:29:04	40
87	1349537432	compute	c6-1c1s6n0	24	4	 Chipkill ECC syndrome = ce20	ECC Error	f240df0e0	1	28	0	0	0	0	0	1	0	1	0	0	2012-10-06 10:30:32	40
88	1349537488	compute	c6-1c2s6n2	8	4	 Chipkill ECC syndrome = 8027	ECC Error	4608f4210	0	8	0	0	0	0	0	1	0	1	0	1	2012-10-06 10:31:28	40
89	1349537506	compute	c21-7c0s2n3	24	4	 Chipkill ECC syndrome = 8fd	ECC Error	dc645d0b0	1	28	0	0	0	0	0	1	0	1	0	0	2012-10-06 10:31:46	40
90	1349537506	compute	c5-7c0s5n2	0	4	 Chipkill ECC syndrome = 20	ECC Error	1956e4ee0	0	0	0	0	0	0	0	1	0	1	0	1	2012-10-06 10:31:46	40
91	1349537560	GPU	c22-1c1s7n2	0	4	 Chipkill ECC syndrome = 4008	ECC Error	263fa4930	0	0	0	0	0	0	0	1	0	1	0	1	2012-10-06 10:32:40	40
92	1349537673	compute	c5-4c2s3n3	24	4	 Chipkill ECC syndrome = 401	ECC Error	dc53714d0	1	28	0	0	0	0	0	1	0	1	0	0	2012-10-06 10:34:33	40
93	1349537882	compute	c16-5c1s7n3	24	4	 Chipkill ECC syndrome = 8fd	ECC Error	dc53714d0	1	26	0	0	0	0	0	1	0	1	0	0	2012-10-06 10:38:02	40
94	1349537956	compute	c21-7c0s2n3	22	2	-1	L2 ECC Error	dc645d0b0	1	28	0	0	0	0	0	1	0	1	0	0	2012-10-06 10:39:16	40
95	1349538106	compute	c21-7c0s2n3	24	4	 Chipkill ECC syndrome = 8fd	ECC Error	dc645d0b0	1	28	0	0	0	0	0	1	0	1	0	0	2012-10-06 10:41:46	40
96	1349538332	compute	c16-5c1s7n3	0	4	 Chipkill ECC syndrome = 24b	ECC Error	dc645d0b0	1	26	0	0	0	0	0	1	0	1	0	1	2012-10-06 10:45:32	40
97	1349538388	compute	c2-2c0s0n2	22	2	-1	L2 ECC Error	11ff550f0	0	0	0	0	0	0	0	1	0	1	0	0	2012-10-06 10:46:28	40
98	1349538409	compute	c11-2c0s1n0	8	4	 Chipkill ECC syndrome = 8ce	ECC Error	420ffcd40	0	8	0	0	0	0	0	1	0	1	0	1	2012-10-06 10:46:49	40
99	1349538539	compute	c0-2c1s6n2	16	4	 Chipkill ECC syndrome = 15c	ECC Error	ae0e13f90	1	20	0	0	0	0	0	1	0	1	0	1	2012-10-06 10:48:59	40
100	1349538559	compute	c11-2c0s1n0	8	4	 Chipkill ECC syndrome = 8ce	ECC Error	429df4d40	0	8	0	0	0	0	0	1	0	1	0	1	2012-10-06 10:49:19	40
101	1349538688	compute	c9-0c2s5n3	0	4	 Chipkill ECC syndrome = 1067	ECC Error	27a79eb30	0	0	0	1	0	0	0	1	0	1	0	0	2012-10-06 10:51:28	40
102	1349538931	compute	c21-7c0s2n3	24	4	 Chipkill ECC syndrome = 8fd	ECC Error	dc645d0b0	1	28	0	0	0	0	0	1	0	1	0	0	2012-10-06 10:55:31	40
103	1349538932	compute	c18-9c1s1n2	0	4	 Chipkill ECC syndrome = 20	ECC Error	280328200	0	0	0	1	0	0	0	1	0	1	0	1	2012-10-06 10:55:32	40
104	1349538992	compute	c2-11c2s4n0	8	4	 Chipkill ECC syndrome = 4020	ECC Error	7152afd30	0	8	0	0	0	0	0	1	0	1	0	0	2012-10-06 10:56:32	40
105	1349539082	compute	c18-9c1s1n2	0	4	 Chipkill ECC syndrome = 20	ECC Error	281f1e210	0	0	0	1	0	0	0	1	0	1	0	0	2012-10-06 10:58:02	40
106	1349539717	compute	c0-11c2s3n1	8	4	-1	NB Array Error	1019bb1980	0	8	0	0	0	1	0	1	0	1	0	1	2012-10-06 11:08:37	40
107	1349539742	compute	c2-11c2s4n0	8	4	 Chipkill ECC syndrome = 4020	ECC Error	7176bff30	0	8	0	0	0	0	0	1	0	1	0	0	2012-10-06 11:09:02	40
108	1349539844	compute	c0-11c2s3n1	8	4	-1	NB Array Error	10980	0	8	0	1	0	1	0	1	0	1	0	0	2012-10-06 11:10:44	40
109	1349539845	compute	c0-11c2s3n1	8	4	-1	NB Array Error	11980	0	8	0	1	0	1	0	1	0	1	0	0	2012-10-06 11:10:45	40
110	1349539848	compute	c0-11c2s3n1	8	4	-1	NB Array Error	13980	0	8	0	1	0	1	0	1	0	1	0	0	2012-10-06 11:10:48	40
111	1349539850	compute	c0-11c2s3n1	8	4	-1	NB Array Error	d980	0	8	0	1	0	1	0	1	0	1	0	0	2012-10-06 11:10:50	40
112	1349539980	compute	c0-11c2s3n1	8	4	-1	NB Array Error	42e50e980	0	8	10	0	0	1	0	1	0	1	0	0	2012-10-06 11:13:00	40
113	1349539980	compute	c0-11c2s3n1	8	4	-1	NB Array Error	42e58e980	0	8	110	0	0	1	0	1	0	1	0	0	2012-10-06 11:13:00	40
114	1349539981	compute	c0-11c2s3n1	8	4	-1	NB Array Error	42e48e980	0	8	100	0	0	1	0	1	0	1	0	0	2012-10-06 11:13:01	40
115	1349539981	compute	c0-11c2s3n1	8	4	-1	NB Array Error	42e50e980	0	8	10	0	0	1	0	1	0	1	0	0	2012-10-06 11:13:01	40
116	1349539981	compute	c0-11c2s3n1	8	4	-1	NB Array Error	42e58e980	0	8	110	0	0	1	0	1	0	1	0	0	2012-10-06 11:13:01	40
117	1349540095	compute	c2-9c1s4n2	0	4	 Chipkill ECC syndrome = 20ce	ECC Error	3f76949b0	0	0	0	0	0	0	0	1	0	1	0	1	2012-10-06 11:14:55	40
118	1349540489	compute	c5-5c0s2n2	24	4	-1	DRAM Parity Error	ffc511e00	1	28	0	0	1	1	0	1	0	1	0	1	2012-10-06 11:21:29	40
119	1349540545	compute	c2-9c1s4n2	0	4	 Chipkill ECC syndrome = 20ce	ECC Error	3daf07330	0	0	0	0	0	0	0	1	0	1	0	1	2012-10-06 11:22:25	40
120	1349541088	compute	c6-3c1s3n2	16	4	-1	NB Array Error	a280	1	20	0	1	1	0	0	1	0	1	0	1	2012-10-06 11:31:28	40
121	1349541295	compute	c2-9c1s4n2	0	4	 Chipkill ECC syndrome = 20ce	ECC Error	357d9e270	0	0	0	0	0	0	0	1	0	1	0	0	2012-10-06 11:34:55	40
122	1349541385	GPU	c21-2c2s7n3	0	4	 Chipkill ECC syndrome = 208	ECC Error	222973220	0	0	0	0	0	0	0	1	0	1	0	1	2012-10-06 11:36:25	40
123	1349541481	compute	c21-7c0s2n3	24	4	 Chipkill ECC syndrome = 8fd	ECC Error	dc645d0b0	1	28	0	0	0	0	0	1	0	1	0	1	2012-10-06 11:38:01	40
124	1349541630	compute	c15-8c2s3n0	24	4	 Chipkill ECC syndrome = 189	ECC Error	e159f2210	1	28	0	0	0	0	0	1	0	1	0	1	2012-10-06 11:40:30	40
125	1349541688	compute	c0-1c0s1n2	0	4	 Chipkill ECC syndrome = 4010	ECC Error	29f6ff980	0	0	0	1	0	0	0	1	0	1	0	0	2012-10-06 11:41:28	40
126	1349541689	compute	c5-5c1s0n2	24	4	 Chipkill ECC syndrome = 201	ECC Error	fe7465cb0	1	28	0	0	0	0	0	1	0	1	0	1	2012-10-06 11:41:29	40
127	1349541706	compute	c22-9c2s5n1	0	4	 Chipkill ECC syndrome = 20ce	ECC Error	29f6ff980	1	26	0	0	0	0	0	1	0	1	0	0	2012-10-06 11:41:46	40
128	1349541745	compute	c2-9c1s4n2	22	2	-1	L2 ECC Error	3f63a7bb0	0	0	0	0	0	0	0	1	0	1	0	0	2012-10-06 11:42:25	40
129	1349541756	compute	c0-7c0s7n3	8	4	 Chipkill ECC syndrome = 7403	ECC Error	732a4c000	0	8	0	0	0	0	0	1	0	1	0	1	2012-10-06 11:42:36	40
130	1349541768	service	c1-3c2s7n1	16	4	-1	Table Walk Data Error	1eac0	1	20	0	0	1	0	0	1	0	1	0	1	2012-10-06 11:42:48	40
131	1349541784	compute	c11-2c0s1n0	8	4	 Chipkill ECC syndrome = 8ce	ECC Error	4261c4d40	0	8	0	0	0	0	0	1	0	1	0	1	2012-10-06 11:43:04	40
132	1349541838	compute	c9-0c2s5n3	0	4	 Chipkill ECC syndrome = 1067	ECC Error	27a79eb30	0	0	0	0	0	0	0	1	0	1	0	1	2012-10-06 11:43:58	40
133	1349541843	compute	c3-1c2s6n1	16	4	 Chipkill ECC syndrome = 28b	ECC Error	b777d5aa0	1	20	0	0	0	0	0	1	0	1	0	0	2012-10-06 11:44:03	40
134	1349541919	service	c1-3c2s7n1	16	4	-1	Table Walk Data Error	1eac0	1	20	0	0	1	0	0	1	0	1	0	1	2012-10-06 11:45:19	40
135	1349542006	service	c1-8c0s5n0	24	4	-1	NB Array Error	2e82554c	1	28	0	0	1	0	0	1	0	1	0	0	2012-10-06 11:46:46	40
136	1349542074	service	c1-3c2s7n1	16	4	-1	Table Walk Data Error	1eac0	1	20	0	0	1	0	0	1	0	1	0	0	2012-10-06 11:47:54	40
137	1349542075	service	c1-3c2s7n1	16	4	-1	Table Walk Data Error	1eac0	1	20	0	0	1	0	0	1	0	1	0	1	2012-10-06 11:47:55	40
138	1349542171	compute	c0-7c0s7n3	0	4	 Chipkill ECC syndrome = 20ce	ECC Error	732a4c000	0	8	0	0	0	0	0	1	0	1	0	1	2012-10-06 11:49:31	40
139	1349542195	compute	c2-9c1s4n2	8	4	-1	ECC Error	3f76954f0	0	0	0	0	0	0	0	0	0	0	0	0	2012-10-06 11:49:55	40
140	1349542206	compute	c0-7c0s7n3	8	4	 Chipkill ECC syndrome = 1c22	ECC Error	732a4c000	0	8	0	0	0	0	0	1	0	1	0	1	2012-10-06 11:50:06	40
141	1349542207	compute	c0-7c0s7n3	8	4	 Chipkill ECC syndrome = 288a	ECC Error	732a4c000	0	8	0	0	0	0	0	1	0	1	0	1	2012-10-06 11:50:07	40
142	1349542235	compute	c0-7c0s7n3	8	4	-1	ECC Error	732a4c000	0	8	0	0	0	0	0	0	0	0	0	0	2012-10-06 11:50:35	40
143	1349542261	compute	c0-7c0s7n3	8	4	-1	ECC Error	732a4c000	0	8	0	0	0	0	0	0	0	0	0	0	2012-10-06 11:51:01	40
144	1349542296	compute	c0-7c0s7n3	0	4	 Chipkill ECC syndrome = 810	ECC Error	732a4c000	0	8	0	0	0	0	0	1	0	1	0	1	2012-10-06 11:51:36	40
145	1349542306	service	c1-7c0s6n2	8	4	-1	ECC Error	4181cd8f0	0	0	0	0	0	0	0	0	0	0	0	0	2012-10-06 11:51:46	40
146	1349542331	compute	c0-7c0s7n3	8	4	 Chipkill ECC syndrome = 9ef8	ECC Error	732a4c000	0	8	0	0	0	0	0	1	0	1	0	1	2012-10-06 11:52:11	40
147	1349542356	compute	c0-7c0s7n3	8	4	-1	ECC Error	732a4c000	0	8	0	0	0	0	0	0	0	0	0	0	2012-10-06 11:52:36	40
148	1349542365	compute	c0-7c0s7n3	8	4	 Chipkill ECC syndrome = 912f	ECC Error	732a4c000	0	8	0	0	0	0	0	1	0	1	0	1	2012-10-06 11:52:45	40
149	1349542398	compute	c0-7c0s7n3	8	4	 Chipkill ECC syndrome = f394	ECC Error	732a4c000	0	8	0	0	0	0	0	1	0	1	0	1	2012-10-06 11:53:18	40
150	1349542423	compute	c0-7c0s7n3	8	4	-1	ECC Error	732a4c000	0	8	0	0	0	0	0	0	0	0	0	0	2012-10-06 11:53:43	40
151	1349542440	compute	c0-3c0s0n3	8	4	-1	ECC Error	5b1054290	0	8	0	0	0	0	0	0	0	0	0	0	2012-10-06 11:54:00	40
152	1349542457	compute	c0-7c0s7n3	8	4	-1	ECC Error	732a4c000	0	8	0	0	0	0	0	0	0	0	0	0	2012-10-06 11:54:17	40
153	1349542468	compute	c0-7c0s7n3	8	4	-1	ECC Error	732a4c000	0	8	0	0	0	0	0	0	0	0	0	0	2012-10-06 11:54:28	40
154	1349542481	compute	c0-7c0s7n3	8	4	 Chipkill ECC syndrome = d825	ECC Error	732a4c000	0	8	0	0	0	0	0	1	0	1	0	1	2012-10-06 11:54:41	40
155	1349542487	compute	c0-7c0s7n3	8	4	-1	ECC Error	732a4c000	0	8	0	0	0	0	0	0	0	0	0	0	2012-10-06 11:54:47	40
