EntryNum	Timestamp	nodeType	CompleteNode	Core	Bank	Syndrome	Type	Addr	Socket	Apic	err_CPU_bit	scrub	L3_low	L3_high	ucc	ecc	pcc	miscInfo	ue	over	Date	weeknumber
4874	1349738892	compute	c22-4c2s4n3	0	4	 Chipkill ECC syndrome = 2c6	ECC Error	1de07f650	0	0	0	0	0	0	0	1	0	1	0	0	2012-10-08 18:28:12	41
4875	1349738893	compute	c22-4c2s4n3	0	4	 Chipkill ECC syndrome = 4fd	ECC Error	1de745490	0	0	0	0	0	0	0	1	0	1	0	0	2012-10-08 18:28:13	41
4876	1349738896	compute	c22-4c2s4n3	0	4	 Chipkill ECC syndrome = 40ed	ECC Error	13fe47610	0	0	0	0	0	0	0	1	0	1	0	0	2012-10-08 18:28:16	41
4877	1349738896	compute	c22-4c2s4n3	0	4	 Chipkill ECC syndrome = 422b	ECC Error	13fed4390	0	0	0	0	0	0	0	1	0	1	0	1	2012-10-08 18:28:16	41
4878	1349738900	compute	c22-4c2s4n3	0	4	 Chipkill ECC syndrome = 4fd	ECC Error	1de07d690	0	0	0	0	0	0	0	1	0	1	0	1	2012-10-08 18:28:20	41
4879	1349738900	compute	c22-4c2s4n3	0	4	 Chipkill ECC syndrome = 4fd	ECC Error	1de15bef0	0	0	0	0	0	0	0	1	0	1	0	0	2012-10-08 18:28:20	41
4880	1349738900	compute	c22-4c2s4n3	0	4	 Chipkill ECC syndrome = 2c6	ECC Error	1dfff7650	0	0	0	0	0	0	0	1	0	1	0	1	2012-10-08 18:28:20	41
4881	1349738903	compute	c22-4c2s4n3	0	4	 Chipkill ECC syndrome = 4fd	ECC Error	1de3c3ef0	0	0	0	0	0	0	0	1	0	1	0	0	2012-10-08 18:28:23	41
4882	1349738904	compute	c22-4c2s4n3	0	4	 Chipkill ECC syndrome = 163	ECC Error	1de2e3e70	0	0	0	0	0	0	0	1	0	1	0	0	2012-10-08 18:28:24	41
4883	1349738905	compute	c22-4c2s4n3	0	4	 Chipkill ECC syndrome = 4fd	ECC Error	1dfc4d690	0	0	0	0	0	0	0	1	0	1	0	0	2012-10-08 18:28:25	41
4884	1349738948	compute	c12-8c2s3n1	24	4	 Chipkill ECC syndrome = 2080	ECC Error	eec095380	1	28	0	0	0	0	0	1	0	1	0	1	2012-10-08 18:29:08	41
